iteration,data_point,step_in_data,reward,sim_south,sim_north,expected_south,expected_north,error_south,error_north,lcCooperative,lcAssertive,epsilon,loss
5,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,0.800,0.2401,101.041267
5,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,0.800,0.800,0.2401,44.308159
5,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.000,1.000,0.2401,62.786697
5,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,0.800,0.800,0.2401,373.481628
5,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,0.600,0.600,0.2401,1676.955566
5,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,0.400,0.600,0.2401,136.585876
5,1,4,-13.820,589,577,44.000,35.500,545.000,541.500,0.200,0.600,0.2401,113.302986
6,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.000,0.1681,53.893356
6,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.200,0.1681,42.357624
6,0,3,-8.976,511,296,44.000,35.500,467.000,260.500,1.000,1.400,0.1681,247.383926
6,0,4,-8.744,477,307,44.000,35.500,433.000,271.500,1.000,1.400,0.1681,67.742340
6,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,1.000,0.1681,68.950798
6,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.000,1.000,0.1681,43.235302
6,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,1.000,1.000,0.1681,43.051971
6,1,4,-13.862,589,580,44.000,35.500,545.000,544.500,1.000,1.000,0.1681,58.066116
7,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.200,1.200,0.1176,29.673185
7,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.400,1.200,0.1176,24.142977
7,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,1.400,1.000,0.1176,21.078678
7,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.400,0.800,0.1176,18.009975
7,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,0.800,0.1176,14.202313
7,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.200,0.800,0.1176,30.531963
7,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,1.200,1.000,0.1176,16.816496
7,1,4,-13.834,589,578,44.000,35.500,545.000,542.500,1.200,1.200,0.1176,14.391432
8,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,14.273539
8,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.400,0.1000,16.634308
8,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,1.000,1.600,0.1000,15.555939
8,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.200,1.400,0.1000,19.922935
8,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,0.800,0.800,0.1000,23.660299
8,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,0.600,0.600,0.1000,13.988136
8,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,0.400,0.400,0.1000,18.226503
8,1,4,-13.812,592,574,44.000,35.500,548.000,538.500,0.200,0.200,0.1000,14.133709
9,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,0.800,1.200,0.1000,12.815760
9,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,0.600,1.400,0.1000,10.002827
9,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,0.400,1.600,0.1000,7.670428
9,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,0.200,1.800,0.1000,24.085472
9,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,0.800,0.1000,15.680593
9,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.000,0.600,0.1000,14.390025
9,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,1.000,0.400,0.1000,28.085381
9,1,4,-13.820,589,577,44.000,35.500,545.000,541.500,0.800,0.600,0.1000,25.867655
10,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,19.018692
10,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,0.800,1.000,0.1000,31.310501
10,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,0.800,0.800,0.1000,80.039307
10,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,0.800,0.600,0.1000,678.224976
10,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.200,1.000,0.1000,20.632124
10,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.200,1.200,0.1000,40.784573
10,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,1.000,1.000,0.1000,56.716232
10,1,4,-13.862,589,580,44.000,35.500,545.000,544.500,0.800,0.800,0.1000,81.926605
11,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,0.800,0.1000,254.011520
11,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,0.600,0.1000,559.220459
11,0,3,-8.990,511,297,44.000,35.500,467.000,261.500,1.200,0.400,0.1000,73.947144
11,0,4,-8.784,478,309,44.000,35.500,434.000,273.500,1.000,0.200,0.1000,61.234638
11,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.200,0.800,0.1000,100.124809
11,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.200,0.600,0.1000,886.453979
11,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,1.000,0.600,0.1000,747.102966
11,1,4,-13.820,589,577,44.000,35.500,545.000,541.500,1.200,0.800,0.1000,794.444702
12,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,0.800,1.000,0.1000,230.239853
12,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,0.600,0.800,0.1000,141.143158
12,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,0.400,0.600,0.1000,508.960510
12,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,0.600,0.400,0.1000,32.302849
12,1,1,-14.504,648,578,44.000,35.500,604.000,542.500,0.800,1.200,0.1000,31.786934
12,1,2,-14.020,614,571,44.000,35.500,570.000,535.500,0.600,1.400,0.1000,32.831615
12,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,0.400,1.600,0.1000,44.909023
12,1,4,-13.877,594,577,44.000,35.500,550.000,541.500,0.400,1.600,0.1000,30.502029
13,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,0.800,1.200,0.1000,74.653999
13,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,0.600,1.400,0.1000,53.532501
13,0,3,-8.976,511,296,44.000,35.500,467.000,260.500,0.600,1.200,0.1000,21.819942
13,0,4,-8.744,477,307,44.000,35.500,433.000,271.500,0.600,1.000,0.1000,19.174973
13,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,0.800,0.1000,14.559141
13,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.000,0.600,0.1000,22.878929
13,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,1.000,0.800,0.1000,39.225212
13,1,4,-13.806,589,576,44.000,35.500,545.000,540.500,1.200,0.600,0.1000,15.252358
14,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,33.479267
14,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,0.800,1.000,0.1000,25.571186
14,0,3,-8.976,511,296,44.000,35.500,467.000,260.500,0.600,1.200,0.1000,11.318074
14,0,4,-8.744,477,307,44.000,35.500,433.000,271.500,0.400,1.000,0.1000,6.435458
14,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,0.800,0.1000,26.175142
14,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.000,0.600,0.1000,630.697876
14,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,0.800,0.600,0.1000,782.910034
14,1,4,-13.820,589,577,44.000,35.500,545.000,541.500,1.000,0.800,0.1000,392.720764
15,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,360.736786
15,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.400,0.1000,84.427994
15,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,1.000,1.600,0.1000,109.319954
15,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.000,1.800,0.1000,109.106529
15,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,0.800,0.1000,101.923050
15,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.000,0.600,0.1000,67.132607
15,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,1.000,0.400,0.1000,67.931679
15,1,4,-13.812,592,574,44.000,35.500,548.000,538.500,1.000,0.200,0.1000,59.382393
16,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.000,0.1000,50.852665
16,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.000,0.1000,33.559780
16,0,3,-8.976,511,296,44.000,35.500,467.000,260.500,1.000,1.200,0.1000,18.467379
16,0,4,-8.744,477,307,44.000,35.500,433.000,271.500,1.000,1.400,0.1000,17.078438
16,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.000,0.800,0.1000,10.552210
16,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.000,0.600,0.1000,12.898705
16,1,3,-13.538,553,586,44.000,35.500,509.000,550.500,1.000,0.400,0.1000,9.246110
16,1,4,-13.812,592,574,44.000,35.500,548.000,538.500,1.000,0.200,0.1000,4.511143
17,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,593.756165
17,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.400,0.1000,23.433561
17,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,1.000,1.600,0.1000,17.768566
17,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.000,1.800,0.1000,18.713095
17,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,1.200,1.000,0.1000,17.230858
17,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,1.400,1.000,0.1000,20.324942
17,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,1.600,1.000,0.1000,17.077799
17,1,4,-13.862,589,580,44.000,35.500,545.000,544.500,1.800,1.000,0.1000,73.148140
18,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,630.972595
18,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.400,0.1000,15.478907
18,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,1.000,1.600,0.1000,13.417551
18,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.000,1.800,0.1000,15.075197
18,1,1,-14.504,648,578,44.000,35.500,604.000,542.500,1.000,1.200,0.1000,126.445450
18,1,2,-14.020,614,571,44.000,35.500,570.000,535.500,1.200,1.200,0.1000,92.967186
18,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,1.400,1.200,0.1000,185.800583
18,1,4,-13.877,594,577,44.000,35.500,550.000,541.500,1.600,1.400,0.1000,345.222870
19,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.000,0.1000,35.075256
19,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.000,0.1000,29.465710
19,0,3,-8.976,511,296,44.000,35.500,467.000,260.500,1.000,1.200,0.1000,1236.790283
19,0,4,-8.744,477,307,44.000,35.500,433.000,271.500,1.000,1.200,0.1000,900.460510
19,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,0.800,1.000,0.1000,862.582642
19,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,0.800,1.000,0.1000,309.163940
19,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,0.800,1.000,0.1000,333.708069
19,1,4,-13.862,589,580,44.000,35.500,545.000,544.500,0.800,1.000,0.1000,121.886795
20,0,1,-8.598,474,299,44.000,35.500,430.000,263.500,1.000,1.200,0.1000,97.053726
20,0,2,-8.392,446,307,44.000,35.500,402.000,271.500,1.000,1.400,0.1000,54.735062
20,0,3,-8.962,511,295,44.000,35.500,467.000,259.500,1.000,1.600,0.1000,36.912926
20,0,4,-8.758,477,308,44.000,35.500,433.000,272.500,1.000,1.800,0.1000,56.702587
20,1,1,-14.490,648,577,44.000,35.500,604.000,541.500,0.800,1.000,0.1000,64.072021
20,1,2,-14.005,614,570,44.000,35.500,570.000,534.500,0.800,0.800,0.1000,288.713013
20,1,3,-13.566,553,588,44.000,35.500,509.000,552.500,1.000,1.000,0.1000,221.629044
20,1,4,-13.862,589,580,44.000,35.500,545.000,544.500,1.000,0.800,0.1000,51.834484
